adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed
0001493152-24-051101,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2024,2023-08-31,4,USD,,,-2809037.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AdditionalPaidInCapitalCommonStock,us-gaap/2024,2023-08-31,0,USD,,,2955944.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2024,2024-08-31,4,USD,,,-4102659.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=SubscriptionRevenue;,,736708.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GainsLossesOnExtinguishmentOfDebt,us-gaap/2024,2024-08-31,4,USD,,,-156339.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2024,2024-08-31,4,USD,,,9217.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,EarningsPerShareBasic,us-gaap/2024,2023-08-31,4,USD,,,-0.45,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,LiabilitiesAndStockholdersEquity,us-gaap/2024,2024-08-31,0,USD,,,4096592.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncreaseDecreaseInOtherDeferredLiability,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockIssuedDuringPeriodValueOther,us-gaap/2024,2024-08-31,4,USD,EquityComponents=CommonStock;,,-48283.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,FairValueAdjustmentOfWarrants,us-gaap/2024,2024-08-31,4,USD,EquityComponents=WarrantLiability;,,-63769.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SharesIssuedAgainstEquityPurchaseAgreement,0001493152-24-051101,2024-08-31,4,USD,EquityComponents=RetainedEarnings;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,InterestIncomeExpenseNet,us-gaap/2024,2024-08-31,4,USD,,,-62604.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SalariesAndWages,us-gaap/2024,2023-08-31,4,USD,,,2330127.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AmortizationOfIntangibleAssets,us-gaap/2024,2023-08-31,4,USD,,,265150.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2024,2023-08-31,4,USD,EquityComponents=RetainedEarnings;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,DeferredIncome,us-gaap/2024,2023-08-31,0,USD,,,699627.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2024,2024-08-31,4,USD,,,-38836.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GainLossOnChangeInFairValueOfConversionFeatureLiabilities,0001493152-24-051101,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromOtherEquity,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,PaymentsToAcquireIntangibleAssets,us-gaap/2024,2023-08-31,4,USD,,,1300225.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetCashProvidedByUsedInOperatingActivities,us-gaap/2024,2024-08-31,4,USD,,,-1708261.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RetainedEarningsAccumulatedDeficit,us-gaap/2024,2023-08-31,0,USD,,,-5655315.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AccountsAndOtherReceivablesNetCurrent,us-gaap/2024,2023-08-31,0,USD,,,758988.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2024,2024-08-31,0,USD,,,-408510.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=CommonStock;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2024,2023-08-31,4,USD,EquityComponents=AdditionalPaidInCapital;,,33091.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,DerivativeLiabilitiesNoncurrent,us-gaap/2024,2024-08-31,0,USD,,,41520.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ShareBasedCompensation,us-gaap/2024,2023-08-31,4,USD,TitleOfIndividual=ChiefFinancialOfficer;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromContributedCapital,us-gaap/2024,2024-08-31,4,USD,,,2751937.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SellingGeneralAndAdministrativeExpense,us-gaap/2024,2023-08-31,4,USD,,,2170149.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap/2024,2022-08-31,0,USD,,,3896839.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,ProductOrService=SubscriptionRevenue;,,738697.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OperatingExpenses,us-gaap/2024,2024-08-31,4,USD,,,6513724.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromOtherEquity,us-gaap/2024,2024-08-31,4,USD,,,487491.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IntangibleAssetsNetExcludingGoodwill,us-gaap/2024,2024-08-31,0,USD,,,2211775.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap/2024,2023-08-31,0,USD,,,720365.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=UnderwritingRevenue;,,148080.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2024,2024-08-31,4,shares,,,7145939.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockIssuedDuringPeriodValueNewIssues,us-gaap/2024,2024-08-31,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,LoansPayableCurrent,us-gaap/2024,2024-08-31,0,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OperatingLeaseLiabilityCurrent,us-gaap/2024,2024-08-31,0,USD,,,161508.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,ProductOrService=UnderwritingRevenue;,,153757.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,LiabilitiesCurrent,us-gaap/2024,2024-08-31,0,USD,,,1398906.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncreaseDecreaseInIncomeTaxesReceivable,us-gaap/2024,2023-08-31,4,USD,,,-70715.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GovernmentBasedIncentive,0001493152-24-051101,2024-08-31,4,USD,,,97646.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AccretionExpenses,0001493152-24-051101,2024-08-31,4,USD,,,223059.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,PropertyPlantAndEquipmentNet,us-gaap/2024,2024-08-31,0,USD,,,152610.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,InterestExpenseOperating,us-gaap/2024,2023-08-31,4,USD,,,56316.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,MarketingAndAdvertisingExpense,us-gaap/2024,2023-08-31,4,USD,,,844796.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OperatingLeaseRightOfUseAsset,us-gaap/2024,2023-08-31,0,USD,,,960377.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2022-08-31,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-353218.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CommonStockSharesIssued,us-gaap/2024,2024-08-31,0,shares,,,8425353.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ShareBasedCompensation,us-gaap/2024,2023-08-31,4,USD,,,33091.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,us-gaap/2024,2024-08-31,4,USD,EquityComponents=RetainedEarnings;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=AdditionalPaidInCapital;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncomeTaxesPaid,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SalariesAndWages,us-gaap/2024,2024-08-31,4,USD,,,2436783.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CommonStockSharesOutstanding,us-gaap/2024,2023-08-31,0,shares,,,6306979.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockIssuedDuringPeriodValueOther,us-gaap/2024,2024-08-31,4,USD,EquityComponents=RetainedEarnings;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=AdditionalPaidInCapital;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetCashProvidedByUsedInFinancingActivities,us-gaap/2024,2024-08-31,4,USD,,,2912627.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=SponsorshipRevenue;,,189968.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,,,2688987.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,DepreciationAndAmortization,us-gaap/2024,2023-08-31,4,USD,,,441159.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CommonStockParOrStatedValuePerShare,us-gaap/2024,2024-08-31,0,USD,,,0.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GainLossOnChangeInFairValueOfWarrantLiability,0001493152-24-051101,2024-08-31,4,USD,,,63769.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,DeferredRevenueCurrent,us-gaap/2024,2023-08-31,0,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SharesIssuedAgainstEquityPurchaseAgreement,0001493152-24-051101,2024-08-31,4,USD,EquityComponents=CommonStock;,,487491.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2024,2023-08-31,4,shares,,,6306979.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,Assets,us-gaap/2024,2023-08-31,0,USD,,,4628938.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,EquityComponents=CommonStock;,,4903031.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,InterestIncomeExpenseNet,us-gaap/2024,2023-08-31,4,USD,,,-56316.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromConvertibleDebt,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2024,2023-08-31,4,USD,,,33091.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=CommonStock;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,CommonStockSharesIssued,us-gaap/2024,2024-07-31,0,shares,TypeOfArrangement=EquityPurchaseAgreement;,,741499.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2024-08-31,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-408510.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2024,2023-08-31,4,USD,,,-174795.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,InterestPaid,us-gaap/2024,2024-08-31,4,USD,,,35281.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncomeTaxesPaid,us-gaap/2024,2024-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=RetainedEarnings;,,-2809037.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,Cash,us-gaap/2024,2023-08-31,0,USD,,,720365.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncreaseDecreaseInPrepaidExpense,us-gaap/2024,2024-08-31,4,USD,,,-60239.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GainLossOnChangeInFairValueOfConversionFeatureLiability,0001493152-24-051101,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,us-gaap/2024,2024-08-31,4,USD,EquityComponents=CommonStock;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2024,2024-08-31,4,USD,,,-517467.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockIssuedDuringPeriodValueNewIssues,us-gaap/2024,2024-08-31,4,USD,EquityComponents=RetainedEarnings;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,GainsLossesOnExtinguishmentOfDebt,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,SharesIssuedAgainstEquityPurchaseAgreement,0001493152-24-051101,2024-08-31,4,USD,,,487491.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,AccountsAndOtherReceivablesNetCurrent,us-gaap/2024,2024-08-31,0,USD,,,155224.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ProceedsFromContributedCapital,us-gaap/2024,2023-08-31,4,USD,,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RetainedEarningsAccumulatedDeficit,us-gaap/2024,2024-08-31,0,USD,,,-9757974.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,DepreciationOfPropertyAndEquipment,0001493152-24-051101,2023-08-31,4,USD,,,67674.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,IncreaseDecreaseInAccountsAndOtherReceivables,us-gaap/2024,2024-08-31,4,USD,,,-603764.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
